Station,Station Name,Year,Overall WQI,WQI FC,WQI Oxy,WQI pH,WQI TSS,WQI Temp,WQI TPN,WQI TP,WQI Turb,Location 1
49B070,Similkameen R @ Oroville,2005,73.99916274,80.98913786,88.98145029,91.00472636,70.01472816,76.0153709,76.98890447,78.0088593,74.99773028,POINT (-119.442 48.9346)
16A070,Skokomish R nr Potlatch,1995,93.02152183,87.98948435,94.999608,85.00613354,89.98888351,85.00957778,80.02721863,88.00697468,91.00429452,POINT (-123.1771 47.3098)
62A150,Pend Oreille R @ Newport,1996,90.00470544,96.98492946,80.00638868,93.98696398,92.99587602,77.00711996,77.00030751,88.98065344,95.01865592,POINT (-117.3733 48.8649)
32A070,Walla Walla R nr Touchet,-118.7664,89.00326896,90.98834661,89.99030419,89.99967161,86.00411653,80.02485287,80.00241467,79.00403022,85.97933098,POINT (46.0376 2010)
37A205,Yakima R @ Nob Hill,1995,93.00357534,91.01501816,91.99692425,93.98396726,85.00611167,85.03411905,73.98208219,89.00657227,87.00778176,POINT (-120.4617 46.5815)
49A070,Okanogan R @ Malott,1998,89.01852337,88.99835003,92.00039415,87.99924085,87.99519479,78.00193086,85.00454798,85.00086187,91.98878909,POINT (-119.7045 48.2804)
01A050,Nooksack R @ Brennan,2013,90.01238284,83.00718326,89.01592646,95.99948308,92.9959151,81.99572936,82.99168903,88.0049479,94.9856604,POINT (-122.58 48.819)
05B070,NF Stillaguamish R @ Cicero,2012,70.01227153,79.0179706,79.9924028,86.00269911,82.99989725,64.99888605,76.01760699,88.00496594,86.98915494,POINT (-122.0131 48.2673)
46A070,Entiat R nr Entiat,2011,62.01369904,72.99629716,72.99519447,90.01043412,84.99051437,51.98506419,72.99126383,81.00025698,84.99715022,POINT (-120.2506 47.6632)
08C070,Cedar R @ Logan St/Renton,2012,75.99947936,86.00331177,76.004774,90.01622947,96.0075171,62.99237427,79.99750134,66.00376512,92.98632404,POINT (-122.209 47.4857)
46A070,Entiat R nr Entiat,2011,70.00472112,83.99684055,81.0030458,90.00003122,92.98789095,38.00006182,86.99959181,78.99678768,96.00710131,POINT (-120.2506 47.6632)
37A090,Yakima R @ Kiona,1997,66.9895832,94.0118309,73.99865769,90.99670081,77.99760499,59.98882947,79.00010067,77.00042837,79.0071225,POINT (-120.4617 46.5815)
49A070,Okanogan R @ Malott,2006,78.99998128,87.99923567,74.0035834,91.00323351,90.00471317,67.01166971,81.99110464,89.99792913,96.97987907,POINT (-119.7045 48.2804)
62A150,Pend Oreille R @ Newport,1995,73.00632671,74.00931438,77.98899701,91.99231978,94.9895425,56.01416649,82.0067874,69.99261362,93.99062579,POINT (-117.3733 48.8649)
35A150,Snake R @ Interstate Br,-117.0446,75.99011449,73.99358007,78.00367374,96.00128894,81.99450323,73.01319697,68.98733332,88.01358412,87.98573006,POINT (47.6985 1997)
49A070,Okanogan R @ Malott,1998,77.00048523,86.00235435,76.00128532,88.00888667,98.98208658,57.00207473,83.99989533,90.00015576,100.0037147,POINT (-119.7045 48.2804)
49A190,Okanogan R @ Oroville,2003,73.98249833,79.0223343,70.99339678,91.99946912,83.9942967,60.02033323,81.00350999,96.02096954,90.00953364,POINT (-119.4267 48.9391)
05A070,Stillaguamish R nr Silvana,1999,79.98904466,88.00881769,76.99024409,92.01058499,95.98584465,60.994995,78.00278452,99.99246001,94.97731723,POINT (-122.2101 48.1969)
49A070,Okanogan R @ Malott,2001,77.98035379,96.01351855,68.9947604,92.01687246,99.01203726,57.99691616,82.9777906,100.0209804,99.99862842,POINT (-119.7045 48.2804)
49A070,Okanogan R @ Malott,2012,73.00730573,72.01764989,77.9794208,91.01105633,89.99774703,51.97764955,83.00399123,100.008395,91.99358339,POINT (-119.7045 48.2804)
07C070,Skykomish R @ Monroe,2000,88.0022906,92.01283258,86.0117779,91.00781839,97.9981941,67.01650313,85.98721427,98.9807695,97.98687071,POINT (-121.9592 47.8521)
07C070,Skykomish R @ Monroe,2004,83.0081921,90.0003618,73.99289163,97.99972331,99.0006571,61.98312979,84.00176409,96.01015405,97.98821597,POINT (-121.9592 47.8521)
27D090,EF Lewis R nr Dollar Corner,2003,86.01615136,83.0033948,82.99448451,94.0054683,93.00646428,68.00685556,82.9920488,95.0007838,92.99225806,POINT (-122.5918 45.8146)
45A110,Wenatchee R nr Leavenworth,2013,89.02317928,91.00432688,84.00441159,97.01118466,93.00755365,69.99796369,82.01454251,97.0182215,93.0011295,POINT (-120.734 47.6762)
54A120,Spokane R @ Riverside State Pk,2009,83.01110717,88.98540498,80.00405348,96.00008136,90.98711878,64.0099418,87.00113833,94.98411763,93.98929596,POINT (-117.5448 47.7767)
32A070,Walla Walla R nr Touchet,-118.7664,86.01240413,86.00602414,85.01614429,94.99936011,98.98771913,69.02029762,80.98269116,98.98874607,96.98832318,POINT (46.0376 2011)
16A070,Skokomish R nr Potlatch,2002,87.98828188,97.98788849,88.9970233,74.00429663,86.98567845,79.01737369,92.01142961,85.01885919,79.99188619,POINT (-123.1771 47.3098)
49A190,Okanogan R @ Oroville,2009,81.00507937,90.00948808,91.00207169,79.99058491,74.99414958,79.99301953,91.9985151,81.01592412,63.99747534,POINT (-119.4267 48.9391)
49A070,Okanogan R @ Malott,2005,87.00919324,93.00856851,88.01979317,86.00632204,80.97778224,78.97168709,89.99648669,73.01745045,68.01451347,POINT (-119.7045 48.2804)
48A140,Methow R @ Twisp,2010,82.98256008,98.01399367,92.00030158,76.99851021,76.99890427,68.00472396,93.99414741,79.98970337,80.98069383,POINT (-120.1143 48.3593)
49A190,Okanogan R @ Oroville,2005,93.98997066,100.0024174,90.98887924,79.98406078,88.99986078,85.00845541,93.00604388,78.00918622,81.00463984,POINT (-119.4267 48.9391)
61A070,Columbia R @ Northport,2009,94.00744384,98.98966349,92.00865843,82.99641337,85.00578574,86.01316633,94.0081128,88.02905054,84.00661491,POINT (-117.7766 48.9224)
13A060,Deschutes R @ E St Bridge,2007,86.98685276,100.0154508,87.99906845,74.99333069,83.01483616,72.999359,95.02040824,90.99274003,90.00929449,POINT (-122.9032 47.0118)
07C070,Skykomish R @ Monroe,2009,91.00245957,100.0071249,88.02061283,81.9878934,89.99482985,78.02732326,91.99627293,87.99407988,86.99563774,POINT (-121.9592 47.8521)
31A070,Columbia R @ Umatilla,2006,88.00345116,98.99048363,84.9819688,83.01507502,87.0049652,73.98541824,93.99645122,83.01478226,79.0067636,POINT (-119.3264 45.9338)
11A070,Nisqually R @ Nisqually,1998,90.01611662,99.99717151,86.01047078,87.0156974,93.00228816,71.00551467,94.00016356,96.99547211,91.01056793,POINT (-122.6964 47.062)
05A070,Stillaguamish R nr Silvana,2008,89.98517436,99.99451725,90.99839317,77.00655641,93.97896758,73.00462844,96.00275986,97.99738809,92.00522838,POINT (-122.2101 48.1969)
37A090,Yakima R @ Kiona,1999,89.00479742,99.0127694,89.00247249,88.00463453,94.01822066,74.01098785,93.99344194,93.00733441,87.01420713,POINT (-120.4617 46.5815)
35A150,Snake R @ Interstate Br,-117.0446,86.98756734,96.99960753,85.98664907,85.99810655,92.01496849,72.9845527,94.98972393,91.99394253,84.99362096,POINT (47.6985 2003)
61A070,Columbia R @ Northport,1995,91.02215789,100.0009847,88.99625552,81.01977023,92.99311773,77.00231972,93.99510074,91.0090507,88.99525441,POINT (-117.7766 48.9224)
03B050,Samish R nr Burlington,1998,92.00108261,100.0058003,86.99127933,82.99003526,90.98294628,78.00109173,94.00933571,90.99351543,87.01664016,POINT (-122.3382 48.5458)
16C090,Duckabush R nr Brinnon,1995,90.97715461,99.99639056,89.99468957,82.00744587,93.01577782,73.99854859,94.00060535,91.99766441,90.98405151,POINT (-123.0116 47.684)
31A070,Columbia R @ Umatilla,1996,91.98843263,96.99886913,87.01567558,85.00178429,88.00395595,77.01681799,94.98230226,87.00569568,79.99454729,POINT (-119.3264 45.9338)
26B070,Cowlitz R @ Kelso,2009,90.99217338,99.99153749,87.99051858,80.99650735,88.00521714,78.01739952,94.00604364,89.99639175,84.99641031,POINT (-122.9143 46.1454)
10A070,Puyallup R @ Meridian St,2002,85.0004216,93.00786059,80.99253937,87.0142284,91.9976982,72.01007262,94.99968874,91.99836909,91.00456935,POINT (-122.2937 47.2026)
04A100,Skagit R @ Marblemount,1999,44.99435452,67.01901588,78.00148879,88.00800471,46.00281842,82.98061982,76.99516382,54.99684069,55.00736677,POINT (-121.429 48.5268)
05A110,SF Stillaguamish nr Granite Falls,2005,51.01330435,71.99452289,78.00344054,83.0086067,47.97838824,61.00017173,73.98868335,59.0043849,45.00180307,POINT (-121.9532 48.1028)
05A110,SF Stillaguamish nr Granite Falls,1998,54.00708168,66.99880428,89.00834616,70.01115184,50.00070241,57.9958713,74.98750637,59.99063584,53.98976791,POINT (-121.9532 48.1028)
01A120,Nooksack R @ No Cedarville,2004,53.00405543,75.98566493,80.01102131,76.98443447,64.00770239,73.00981565,76.98652515,62.00017948,65.00508699,POINT (-122.2936 48.8416)
01A120,Nooksack R @ No Cedarville,2012,58.01250654,73.9986883,90.0191923,76.99538102,43.99295703,71.9917313,76.99318147,60.9924103,59.9983221,POINT (-122.2936 48.8416)
37A205,Yakima R @ Nob Hill,2002,64.98343332,82.00775136,93.00559313,73.99775062,46.00426362,74.99567829,82.00303428,62.00914913,61.98096403,POINT (-120.4617 46.5815)
18B070,Elwha R nr Port Angeles,1997,60.98674517,92.99668862,51.01595016,82.01480627,77.99190075,55.98931792,78.98934678,58.00349176,75.99285621,POINT (-123.5777 48.0654)
26B070,Cowlitz R @ Kelso,2011,63.01104579,87.00098036,91.99866223,69.00589464,49.00070187,58.00094146,82.00666701,56.99129665,54.99670392,POINT (-122.9143 46.1454)
33A050,Snake R nr Pasco,-119.0242,67.01159304,85.9939522,93.02804383,73.00010246,61.00445213,63.98749676,79.0012491,62.00560936,63.99992335,POINT (46.2165 2006)
04A100,Skagit R @ Marblemount,2004,65.98309789,93.99997644,88.98890636,71.00405028,69.024121,55.99254799,81.00673859,61.99607347,74.99410621,POINT (-121.429 48.5268)
61A070,Columbia R @ Northport,1999,62.99760445,96.99744066,97.98408205,54.01280265,84.00241355,51.99700997,80.98324951,61.00358482,85.009469,POINT (-117.7766 48.9224)
49A190,Okanogan R @ Oroville,1998,61.99661189,86.00586249,89.998266,69.01240641,49.99402257,53.99542323,81.01306365,62.99238646,62.01008763,POINT (-119.4267 48.9391)
49A070,Okanogan R @ Malott,2007,58.01774093,88.00105435,94.99149407,62.98272527,61.99539423,36.98586356,83.01349384,65.00578213,65.01340427,POINT (-119.7045 48.2804)
35B060,Tucannon R @ Powers,-118.1555,60.00232628,75.00864219,89.01867959,73.01292379,50.00125218,77.01857645,81.00458194,55.99906315,53.00753738,POINT (46.5376 1996)
35A150,Snake R @ Interstate Br,-117.0446,59.97980639,82.99649306,87.0037592,70.99563614,49.98783915,77.00255071,81.00178419,64.00813045,58.99106998,POINT (47.6985 2005)
05B070,NF Stillaguamish @ Cicero,2003,64.99239458,89.99925662,95.00862097,69.01741494,65.00580977,61.99090782,83.00000806,69.00094881,71.00927734,POINT (-122.0131 48.2673)
1.90E+61,Deep Cr nr mouth,2013,61.99871723,80.00253636,91.00020359,73.01353704,47.99552651,66.01247068,80.99749122,66.999523,57.99833178,POINT (-124.0251 48.1726)
32A070,Walla Walla R nr Touchet,-118.7664,59.99616135,79.99790987,88.98688782,75.00226508,47.98832691,55.99525395,82.9796521,66.00027158,63.00411384,POINT (46.0376 1999)
62A150,Pend Oreille R @ Newport,2013,56.99388847,85.02131445,93.00299906,68.01046375,54.98767437,57.99702101,80.01080524,64.0043492,60.0118611,POINT (-117.3733 48.8649)
49A190,Okanogan R @ Oroville,2013,82.99329845,82.99296853,89.01594025,86.00038678,72.99615444,97.99537147,94.99958618,74.00553486,66.99765104,POINT (-119.4267 48.9391)
05B110,NF Stillaguamish nr Darrington,2003,70.98708495,79.0054649,84.97999963,82.99581786,59.00316226,95.9898945,95.0104389,69.99619007,51.0078787,POINT (-121.7024 48.28)
10A070,Puyallup R @ Meridian St,2003,68.00026545,83.01079241,92.98203946,73.98720173,59.01729903,84.99508594,87.00162993,60.02876871,60.00552711,POINT (-122.2937 47.2026)
18B070,Elwha R nr Port Angeles,2011,77.01017744,76.99098779,88.99936034,86.00171052,72.01424694,90.00822275,94.9961542,73.00067461,69.01367363,POINT (-123.5777 48.0654)
35A150,Snake R @ Interstate Br,-117.0446,76.00464216,79.98733744,93.9863385,76.98588046,56.00713032,99.01122082,94.00161946,67.9921539,58.98710974,POINT (47.6985 2012)
03B050,Samish R nr Burlington,1996,70.98658842,82.98640863,94.9987511,53.99798729,63.01362427,93.97476585,97.01518272,77.98683365,67.99739051,POINT (-122.3382 48.5458)
05B070,NF Stillaguamish @ Cicero,2003,83.01011791,86.00526343,93.0059109,64.99525394,89.00334752,75.00216935,96.00599012,79.01244964,86.01646731,POINT (-122.0131 48.2673)
60A070,Kettle R nr Barstow,2010,88.02645185,89.98596915,94.99476486,63.00290903,83.02220188,97.01023853,96.0142005,79.99418304,79.99852837,POINT (-118.1253 48.7846)
37A090,Yakima R @ Kiona,2009,83.00806279,86.99828369,93.98620182,67.9977011,82.00443456,85.99175184,94.0063424,78.00447169,79.9878861,POINT (-120.4617 46.5815)
16A070,Skokomish R nr Potlatch,2001,82.00887914,93.00806147,94.00218498,64.99004076,74.00997559,79.00861844,96.00131049,84.97391724,78.00614275,POINT (-123.1771 47.3098)
37A205,Yakima R @ Nob Hill,2005,76.99188496,86.98104979,94.98899185,55.00456087,85.99147756,83.99922164,95.98339041,83.97611349,85.00527729,POINT (-120.4617 46.5815)
49A070,Okanogan R @ Malott,1999,81.00809019,87.00074468,94.99913089,64.98800829,78.01666197,90.99316522,95.00541666,81.01191764,72.0142558,POINT (-119.7045 48.2804)
09A080,Green R @ Tukwila,1996,89.98253352,88.00624876,92.0038574,84.99423428,78.01004815,89.98999982,96.0028186,83.98480179,74.99880247,POINT (-122.2479 47.4654)
08C070,Cedar R @ Logan St/Renton,1999,84.99980807,90.99280005,91.01044345,71.99359994,76.99250864,89.99217534,95.98150264,82.01839325,71.99286703,POINT (-122.209 47.4857)
38A050,Naches R @ Yakima on US HWY 97,1999,83.00221148,87.01000301,92.01363363,62.99918639,73.98804656,86.99328714,96.99883536,76.98532916,70.98210945,POINT (-120.5156 46.6298)
16A070,Skokomish R nr Potlatch,2005,88.00453413,93.9919579,93.99655426,73.01394298,87.98720704,95.00866769,95.99221034,83.0022593,86.00267735,POINT (-123.1771 47.3098)
25F060,Mill Cr. nr mouth,2012,83.00820189,86.00674197,87.99278094,80.00981426,67.977235,99.99970065,97.01297199,80.00120901,66.01823487,POINT (-123.1786 46.1906)
04A100,Skagit R @ Marblemount,2003,83.9992066,78.00988763,87.00410521,78.00747751,74.00779292,96.992839,97.01052748,80.98980916,73.99417645,POINT (-121.429 48.5268)
1.90E+61,Deep Cr. nr mouth,2009,81.98527787,85.00653478,91.00041227,76.99928049,72.99008265,85.01278776,96.98796309,79.00457693,68.98935356,POINT (-124.0251 48.1726)
16A070,Skokomish R nr Potlatch,2011,66.9867372,0.006552349,93.01086634,62.98861392,88.99988897,72.01027006,0.006603766,0.010176879,60.95996033,POINT (-123.1771 47.3098)
03A060,Skagit R nr Mount Vernon,2012,72.00501869,0.009051603,90.99341842,66.98473473,0.008640055,88.99678117,0.005104227,-0.001466582,51.99749674,POINT (-122.3352 48.4451)
45A110,Wenatchee R nr Leavenworth,2013,80.00586084,99.99541892,89.99746625,75.007701,84.99856361,77.98929106,98.01417823,85.99857482,71.99886319,POINT (-120.734 47.6762)
05B110,NF Stillaguamish nr Darrington,2003,92.9962142,99.02082052,97.98868901,78.99079258,87.00063322,93.00346829,98.00412324,92.00796277,85.9970828,POINT (-121.7024 48.28)
05A070,Stillaguamish R nr Silvana,2004,79.00067402,90.03381678,93.99348375,60.00959274,67.01218396,76.9935907,98.99567869,78.99024172,67.0074466,POINT (-122.2101 48.1969)
09A190,Green R @ Kanaskat,2005,79.00296787,86.01226971,92.99381446,86.01043526,60.01119244,85.99493816,98.01348762,80.00514741,64.01247559,POINT (-121.8935 47.3193)
05A090,SF Stillaguamish R @ Arlington,2012,87.98670656,83.99481514,90.00846139,78.99123687,78.00541607,76.00258905,99.01708433,87.00358322,78.98393729,POINT (-122.119 48.2007)
19C060,West Twin R. nr mouth,2010,68.00533466,78.00480771,89.98550025,63.98251192,71.00076143,69.00531037,98.00068083,82.99813899,67.01040329,POINT (-123.9524 48.1631)
35A150,Snake R @ Interstate Br,-117.0446,87.01029514,96.01178307,100.0076584,67.00433084,87.00228673,100.0005927,98.99025869,90.0027338,83.99453693,POINT (47.6985 1997)
05A070,Stillaguamish R nr Silvana,2011,65.00640806,77.98570665,72.00859887,90.01195151,67.98627047,80.00611127,84.0086002,81.00270579,67.00534094,POINT (-122.2101 48.1969)
54A120,Spokane R @ Riverside State Pk,2002,72.00592269,90.01393481,78.00580832,76.99785158,54.98441642,79.00314681,84.99525895,65.99378713,40.98869414,POINT (-117.5448 47.7767)
35A150,Snake R @ Interstate Br,-117.0446,67.99737498,86.9964181,76.98024802,85.99328451,50.99098221,83.01050275,79.99843039,25.99987558,49.99012359,POINT (47.6985 1999)
18B070,Elwha R nr Port Angeles,1996,75.98884339,91.99028434,71.98583686,86.01357502,67.99681467,79.00503307,91.00620495,34.99474536,71.98570891,POINT (-123.5777 48.0654)
11A070,Nisqually R @ Nisqually,1998,73.99941961,96.00120002,79.99542905,85.99222621,66.00140958,84.02383466,80.98758154,73.00370881,59.000604,POINT (-122.6964 47.062)
08C070,Cedar R @ Logan St/Renton,2001,67.01003319,88.01221887,79.00831315,83.00541553,51.99182298,84.98642843,80.00387785,79.98142119,53.00409714,POINT (-122.209 47.4857)
45A110,Wenatchee R nr Leavenworth,2012,63.00668928,87.9893957,61.99390334,88.00913721,61.01237977,65.01474088,95.00591597,82.0037242,68.00309908,POINT (-120.734 47.6762)
07D130,Snoqualmie R @ Snoqualmie,1998,84.00936131,94.99254236,79.99489463,86.98763697,73.98774006,78.01281225,94.99531377,82.01424225,74.01531153,POINT (-121.8121 47.5269)
11A070,Nisqually R @ Nisqually,2005,74.9946569,88.98736535,73.99725239,96.99057535,65.9945834,80.00396916,90.01607184,74.98760627,67.98604685,POINT (-122.6964 47.062)
35B060,Tucannon R @ Powers,-118.1555,70.00764072,88.00192421,71.98517379,94.02327175,64.98577798,74.99435366,91.99271213,100.0141296,68.00839066,POINT (46.5376 2012)
62A150,Pend Oreille R @ Newport,1997,70.00270328,84.01984252,70.98874875,92.00364635,64.00794906,76.0063986,93.99459508,100.0062888,67.00623938,POINT (-117.3733 48.8649)
27B070,Kalama R nr Kalama,2004,78.00754517,89.99001789,79.0188328,86.98540484,67.99015015,85.00185687,77.97904777,99.99914875,66.98588457,POINT (-122.8373 46.0473)
05A110,SF Stillaguamish nr Granite Falls,2006,76.00491051,88.00485641,73.01399268,96.00716728,70.00797969,81.9848785,92.99466155,95.98874184,62.99323966,POINT (-121.9532 48.1028)
05B110,NF Stillaguamish nr Darrington,1998,76.00849067,92.99501433,72.0036613,98.01089126,65.00442172,87.01486452,94.98098696,93.00618508,63.02175931,POINT (-121.7024 48.28)
27B070,Kalama R nr Kalama,2000,71.01982315,93.01306236,73.99843365,91.99953302,55.98881159,74.98886344,94.00133599,68.00582356,50.01366828,POINT (-122.8373 46.0473)
07D130,Snoqualmie R @ Snoqualmie,2011,77.99910997,86.00232746,76.99367045,96.02069007,69.01672289,75.99582411,98.99493328,89.01485214,63.98790508,POINT (-121.8121 47.5269)
49A190,Okanogan R @ Oroville,2002,75.98523908,87.97965107,77.0279139,93.00100415,60.0074475,77.0069039,95.9976025,74.99644874,50.98751658,POINT (-119.4267 48.9391)
05A090,SF Stillaguamish @ Arlington,2005,78.98682302,89.0031718,80.00221118,95.98973417,66.00294431,83.99156239,100.0216384,86.0035243,63.00375776,POINT (-122.119 48.2007)
45A110,Wenatchee R nr Leavenworth,2004,74.01696989,90.00427108,70.00084829,92.01180569,70.9917376,68.00103061,94.00641796,81.99843352,64.00756592,POINT (-120.734 47.6762)
49A190,Okanogan R @ Oroville,1995,55.99973969,50.01452848,89.9995637,83.00779774,69.9978143,83.00538817,59.9845391,58.99387637,65.98708915,POINT (-119.4267 48.9391)
05B110,NF Stillaguamish nr Darrington,2000,51.99631099,78.00772279,89.00820419,70.01600271,42.96989521,79.99695117,48.99215196,49.00625145,35.00566923,POINT (-121.7024 48.28)
37A205,Yakima R @ Nob Hill,2003,51.00340289,81.997586,83.00440427,83.00395507,51.01414398,89.00487814,63.00504863,44.02365779,40.97660596,POINT (-120.4617 46.5815)
27D090,EF Lewis R nr Dollar Corner,2000,61.00138835,52.00042943,88.9977018,67.0067433,72.00187758,88.99984738,68.01314904,46.00256397,74.01459939,POINT (-122.5918 45.8146)
08C110,Cedar R nr Landsburg,2001,39.99849033,73.98433518,89.00849314,83.01525377,39.00698577,94.00941884,30.99938239,34.99792846,35.01151438,POINT (-121.9205 47.3913)
07D130,Snoqualmie R @ Snoqualmie,2005,60.00925473,75.9932844,92.99603895,80.02626222,69.98106018,93.99494493,44.02029575,40.01178617,66.00971894,POINT (-121.8121 47.5269)
61A070,Columbia R @ Northport,2000,68.01330022,95.0058472,87.00730876,86.99340081,72.99374714,90.00734133,21.00601619,52.99105908,73.00390196,POINT (-117.7766 48.9224)
05B070,NF Stillaguamish @ Cicero,1995,60.02006585,86.00279698,89.00777554,87.00318273,50.00603058,89.99345606,34.99008152,40.03139404,46.98995933,POINT (-122.0131 48.2673)
07C070,Skykomish R @ Monroe,2012,36.99166401,43.99093155,88.01101582,87.98504483,72.98234247,97.98901961,31.01385276,48.99378431,68.00998272,POINT (-121.9592 47.8521)
05B070,NF Stillaguamish @ Cicero,1999,83.00983498,87.0010626,81.99816471,90.99625538,75.98614478,94.0002199,48.00371263,70.00393962,79.00745198,POINT (-122.0131 48.2673)
08C110,Cedar R nr Landsburg,1997,68.99643749,80.99810729,86.0050494,91.01575047,77.99195916,92.99289514,25.99440442,60.9978514,80.99798886,POINT (-121.9205 47.3913)
27D090,EF Lewis R nr Dollar Corner,1996,54.9993666,74.99063882,84.01308304,84.00450445,54.00366096,97.01428897,15.98175011,56.00352971,49.00343293,POINT (-122.5918 45.8146)
62A090,Pend Oreille R @ Metaline Falls,2004,68.98951848,83.99759474,87.99875908,83.98266956,65.99498766,88.01186321,0.989127201,70.98762362,52.98211432,POINT (-117.3733 48.8649)
07D130,Snoqualmie R @ Snoqualmie,2008,60.99193984,82.98880943,90.00185793,82.99504019,68.01761032,80.99658507,22.99765523,58.00448044,64.00294806,POINT (-121.8121 47.5269)
37A090,Yakima R @ Kiona,1997,56.98389873,92.99843325,91.00132077,83.0190593,55.01005686,93.00551413,2.027553745,52.00184345,53.00068854,POINT (-120.4617 46.5815)
49A190,Okanogan R @ Oroville,1998,62.98109224,73.0101575,86.98480605,83.99152924,75.01760271,86.00065934,14.99747891,56.99035177,77.99918724,POINT (-119.4267 48.9391)
35B060,Tucannon R @ Powers,-118.1555,42.9924861,66.0056837,92.99867926,83.99778352,53.0034946,94.98406332,9.991657269,54.99466084,50.00783802,POINT (46.5376 2012)
26B070,Cowlitz R @ Kelso,2008,70.00915224,58.99589878,86.00102549,81.0067232,70.00513351,78.99798937,31.99545168,86.97974456,72.99411798,POINT (-122.9143 46.1454)
03A060,Skagit R nr Mount Vernon,2009,86.00383249,91.00536415,93.99688689,80.99489498,77.9953742,82.00643422,16.99556147,86.00773502,67.999809,POINT (-122.3352 48.4451)
45A070,Wenatchee R @ Wenatchee,2009,64.01010636,86.00482169,71.99319902,69.9892386,42.98323038,71.99224809,99.98599096,74.99126103,52.00997573,POINT (-120.3365 47.4588)
32A070,Walla Walla R nr Touchet,-118.7664,61.99228931,81.0069801,74.00051983,74.0094912,37.01078907,78.98649671,97.98916391,53.99904364,38.99450313,POINT (46.0376 2001)
08C070,Cedar R @ Logan St/Renton,2006,65.004546,89.00804186,69.98182348,83.00220678,41.00260016,53.00428276,99.99204594,40.01505807,46.97274647,POINT (-122.209 47.4857)
05B070,NF Stillaguamish @ Cicero,2000,55.00130153,81.00646325,72.99659891,83.01824631,45.99712331,27.99922276,99.99606495,51.98897487,51.00027253,POINT (-122.0131 48.2673)
62A150,Pend Oreille R @ Newport,2007,70.99330525,89.98368718,78.01331465,80.01548625,45.98493132,60.00059596,99.00804257,73.99779943,57.99357146,POINT (-117.3733 48.8649)
33A050,Snake R nr Pasco,-119.0242,70.00852026,84.98771444,74.99986677,73.9917243,50.99227244,58.9847372,99.9908977,87.9905941,59.98608205,POINT (46.2165 2004)
16C090,Duckabush R nr Brinnon,2010,63.00016625,85.98878972,74.99902839,73.00121015,59.99183944,51.01173689,99.99627985,79.99492639,73.99384414,POINT (-123.0116 47.684)
07D130,Snoqualmie R @ Snoqualmie,2005,64.99391443,94.98330728,71.99604283,75.98914104,52.01082706,57.99930444,99.97055129,82.0065939,64.99135245,POINT (-121.8121 47.5269)
1.90E+61,Deep Cr. nr mouth,2011,64.00082679,91.00835212,71.99919236,74.00200789,41.98343922,57.00764629,98.98704936,82.00578837,61.0018751,POINT (-124.0251 48.1726)
07D050,Snoqualmie R nr Monroe,2007,65.00297902,83.99213092,68.97213471,79.98885043,49.0103239,43.01537723,99.99788908,97.98759537,64.98388054,POINT (-122.0028 47.8037)
26B070,Cowlitz R @ Kelso,2006,75.00080479,94.00863954,74.99207825,71.98792963,57.99787405,53.99781116,100.0040891,100.0044055,74.03117758,POINT (-122.9143 46.1454)
26B070,Cowlitz R @ Kelso,2011,63.00802587,90.99560796,72.98660127,70.01012289,33.00900272,57.0043553,99.0109525,82.01371791,46.99148849,POINT (-122.9143 46.1454)
05B070,NF Stillaguamish @ Cicero,1997,61.98493873,95.98614104,69.9832846,74.99900298,56.00173863,55.00616467,100.005901,100.0004206,67.99942117,POINT (-122.0131 48.2673)
39A090,Yakima R nr Cle Elum,1997,66.00021153,88.00769472,73.0084957,78.99047469,43.00236684,60.97602726,99.01339531,77.00720055,58.00507408,POINT (-120.7091 47.1999)
03A060,Skagit R nr Mount Vernon,1998,62.99323597,86.99843608,66.99119397,77.99250514,49.01490334,43.00434701,100.0129031,65.00442628,60.99843804,POINT (-122.3352 48.4451)
09A190,Green R @ Kanaskat,2013,67.99907698,94.00808491,75.99872544,81.01142376,75.01684991,57.00004526,100.0256548,92.00394094,79.97629989,POINT (-121.8935 47.3193)
35B060,Tucannon R @ Powers,-118.1555,68.0081236,88.99597763,76.99244179,81.00078311,40.99723686,65.00264694,100.0040049,68.99478919,53.98980261,POINT (46.5376 1998)
05A070,Stillaguamish R nr Silvana,2000,62.01074311,81.99762091,81.01821214,75.0141396,42.01623882,65.00513558,99.00056767,73.01359208,52.99425709,POINT (-122.2101 48.1969)
13A060,Deschutes R @ E St Bridge,2006,62.99399374,90.01490479,76.98256969,77.00679162,36.00405818,48.99334685,100.0112969,65.98948825,54.00707502,POINT (-122.9032 47.0118)
31A070,Columbia R @ Umatilla,2005,78.99139579,78.00383538,80.00812477,82.99972806,77.00192266,70.98890277,99.99587327,99.00056129,82.99241922,POINT (-119.3264 45.9338)
54A120,Spokane R @ Riverside State Pk,2005,80.98023022,76.99898994,82.00860057,86.00591373,70.99160503,82.01496329,99.99591127,99.99319406,69.00467119,POINT (-117.5448 47.7767)
45A070,Wenatchee R @ Wenatchee,2000,78.0179714,89.99298551,85.99453375,91.01709748,55.01744887,66.98012833,99.99167814,58.98998381,58.01155658,POINT (-120.3365 47.4588)
11A070,Nisqually R @ Nisqually,2013,77.00886633,82.99795451,74.01452927,82.99406123,72.97551083,68.99918018,100.0048871,67.98717334,78.99635524,POINT (-122.6964 47.062)
