Station,Station Name,Year,Overall WQI,WQI FC,WQI Oxy,WQI pH,WQI TSS,WQI Temp,WQI TPN,WQI TP,WQI Turb,Location 1
32A070,Walla Walla R nr Touchet,-118.7664,60.00354395,74.01269427,92.00083718,93.98088786,61.97998533,80.00214348,47.02315115,56.01606417,57.0286939,POINT (46.0376 2012)
61A070,Columbia R @ Northport,2000,63.00065995,79.02092039,94.01280335,95.00963537,61.98779528,82.00034997,41.99467083,63.99538628,69.99183152,POINT (-117.7766 48.9224)
10A070,Puyallup R @ Meridian St,1995,75.97485134,74.99388805,89.98874882,97.00915563,88.00218974,73.98962313,50.99642225,79.0141408,89.99149718,POINT (-122.2937 47.2026)
39A090,Yakima R nr Cle Elum,2003,85.00313611,81.99675148,93.00284872,96.00095232,82.01617034,80.01960786,52.0168458,80.99302931,87.00829055,POINT (-120.7091 47.1999)
48A140,Methow R @ Twisp,2001,89.99762644,79.98660521,93.9841697,94.01185291,80.9955148,86.00018406,73.96769364,94.98685839,86.02339771,POINT (-120.1143 48.3593)
62A090,Pend Oreille R @ Metaline Falls,1999,92.99449253,87.99593888,92.01881565,89.97462464,86.02808992,79.98966299,78.01348143,99.98385251,93.01328325,POINT (-117.3733 48.8649)
05A110,SF Stillaguamish nr Granite Falls,2004,85.00667476,70.98705444,91.98704666,92.99850672,87.00001889,84.99804941,70.0015499,100.0003859,81.9890342,POINT (-121.9532 48.1028)
37A205,Yakima R @ Nob Hill,2006,90.0287457,84.00176,94.9915148,92.00881056,88.00914457,83.99514799,77.00092556,96.9774485,91.98563334,POINT (-120.4617 46.5815)
07C070,Skykomish R @ Monroe,2003,83.99430665,88.00194359,86.97074922,91.99870602,86.01193081,67.99194657,79.00289526,98.01805729,90.97667112,POINT (-121.9592 47.8521)
05B070,NF Stillaguamish @ Cicero,1999,77.01132575,82.00972998,93.99009053,91.99787965,71.99153464,81.98083995,71.99326603,73.00621297,73.99238861,POINT (-122.0131 48.2673)
48A140,Methow R @ Twisp,2006,72.99617353,84.97131879,94.01788,90.00819237,69.98791542,83.00217235,67.99199029,81.02110276,76.98114835,POINT (-120.1143 48.3593)
37A090,Yakima R @ Kiona,1997,86.98883005,85.99248738,92.99737671,95.99909351,84.99827255,73.03366073,76.99429037,90.9901339,89.99305904,POINT (-120.4617 46.5815)
54A120,Spokane R @ Riverside State Pk,2009,81.00034686,78.98601546,95.01070514,95.01512956,83.01727187,83.00926893,72.98476541,81.99813269,86.9869391,POINT (-117.5448 47.7767)
01A120,Nooksack R @ No Cedarville,2006,84.98921658,72.9948794,94.00071201,85.01169634,86.0132059,88.01958451,81.9977172,100.0040328,86.99993465,POINT (-122.2936 48.8416)
35B060,Tucannon R @ Powers,-118.1555,89.99004922,79.99352576,91.00938208,90.98490101,81.98456733,81.99004898,81.99367833,99.9748545,88.99381885,POINT (46.5376 1996)
16C090,Duckabush R nr Brinnon,2008,90.00183532,81.00058904,92.98455412,91.99032581,88.97703301,86.97936944,80.00153001,99.98726098,86.9834205,POINT (-123.0116 47.684)
32A070,Walla Walla R nr Touchet,-118.7664,91.01102151,81.02076003,94.00721252,92.98028809,91.99314095,86.99695511,81.00660329,99.97393352,93.99563205,POINT (46.0376 2009)
35B060,Tucannon R @ Powers,-118.1555,90.00586585,88.01635123,91.01914889,91.99983167,88.00319677,81.98278785,78.02928299,90.99233918,88.01136847,POINT (46.5376 2011)
19C060,West Twin R. nr mouth,2007,79.99564342,75.96735938,93.99883539,88.00780156,75.01022239,90.02126837,80.00924442,84.02914878,78.01356803,POINT (-123.9524 48.1631)
38A050,Naches R @ Yakima on US HWY 97,2000,77.01715327,85.01476835,94.98974657,94.00994858,70.01344587,88.01065543,73.99484501,75.99355837,75.01251561,POINT (-120.5156 46.6298)
27D090,EF Lewis R nr Dollar Corner,2011,87.98970721,82.02651172,92.99825408,92.99157897,88.99460784,84.97180884,80.98596419,94.03528467,92.9850387,POINT (-122.5918 45.8146)
05B070,NF Stillaguamish @ Cicero,1996,89.01711735,79.01395154,93.98492733,93.00894782,84.97365808,87.00629536,78.98448881,94.99684717,88.02144072,POINT (-122.0131 48.2673)
07D130,Snoqualmie R @ Snoqualmie,2004,87.98666211,93.98947978,88.99897219,88.01683546,71.98715,85.00156232,95.97716634,74.00316016,71.01089021,POINT (-121.8121 47.5269)
37A205,Yakima R @ Nob Hill,1998,63.00347456,89.02779051,94.99017376,89.98562022,43.02814074,84.01548125,86.00472677,51.99835639,30.00592163,POINT (-120.4617 46.5815)
16C090,Duckabush R nr Brinnon,2008,62.99802746,76.99622183,91.00967478,93.98248915,40.02502685,81.98183801,87.98678048,47.99716844,50.99061123,POINT (-123.0116 47.684)
25D050,Germany Cr. @ mouth,2008,67.00281078,74.98183898,92.00227969,96.00701349,44.00985873,83.00705507,91.99151549,57.99823616,34.98852419,POINT (-123.1253 46.1915)
05B110,NF Stillaguamish nr Darrington,1997,53.00625581,76.00661068,92.97707129,91.99972223,19.98994723,90.99666302,82.01200979,26.0075613,29.01274848,POINT (-121.7024 48.28)
05A110,SF Stillaguamish nr Granite Falls,1999,72.01991053,87.98848379,93.00424887,94.00764097,46.00491018,91.01044415,93.01785106,55.98996681,60.00553026,POINT (-121.9532 48.1028)
1.90E+61,Deep Cr. nr mouth,2005,61.02994989,43.98539043,90.98758505,99.00497985,71.01644691,81.00592183,93.00797084,75.98612992,83.02310281,POINT (-124.0251 48.1726)
07D050,Snoqualmie R nr Monroe,1999,68.02070528,84.98614647,92.99560748,95.01905322,33.99863127,86.00270644,90.03483633,32.00906931,57.00177856,POINT (-122.0028 47.8037)
07D050,Snoqualmie R nr Monroe,2009,79.00291036,89.00879411,93.02163908,97.00052897,50.99672497,81.02119155,97.00384543,58.00527902,67.99363131,POINT (-122.0028 47.8037)
61A070,Columbia R @ Northport,2005,68.98481638,84.99279094,92.98395435,89.02767989,37.00291153,82.02843983,92.98954404,45.00213474,56.9818648,POINT (-117.7766 48.9224)
16A070,Skokomish R nr Potlatch,2002,63.99189557,85.99351802,91.977474,94.9990326,28.99561296,84.02536212,84.99164821,31.98841571,48.98539321,POINT (-123.1771 47.3098)
05A090,SF Stillaguamish @ Arlington,2002,84.01357209,92.98506808,93.00208992,97.02131054,60.02682114,84.023319,92.01020673,74.99746593,75.01864487,POINT (-122.119 48.2007)
08C070,Cedar R @ Logan St/Renton,2014,65.00603059,82.0086268,93.9982073,92.01456474,24.00633894,81.00081026,93.00028315,37.98003347,38.98729154,POINT (-122.209 47.4857)
60A070,Kettle R nr Barstow,2004,70.01375104,90.01070404,95.00626293,97.99254661,32.02361235,86.01847954,96.00413123,33.00768991,40.98639024,POINT (-118.1253 48.7846)
07D130,Snoqualmie R @ Snoqualmie,2004,74.99247519,93.00050416,92.01014448,96.01314271,51.00125504,73.99645933,92.99482785,49.99171916,61.00176473,POINT (-121.8121 47.5269)
18B070,Elwha R nr Port Angeles,2008,77.00981038,79.97185146,92.99918393,96.99940637,52.99913097,87.01447385,94.98207891,67.0223331,68.98826902,POINT (-123.5777 48.0654)
26B070,Cowlitz R @ Kelso,2000,70.00147708,81.99095764,96.01084436,94.98642889,42.98690896,89.99499067,92.00590374,47.97766389,62.9904616,POINT (-122.9143 46.1454)
49A070,Okanogan R @ Malott,2006,78.03012775,81.024886,93.00491823,98.00290541,50.99626638,85.99248663,97.01054823,68.98803223,75.99674653,POINT (-119.7045 48.2804)
37A090,Yakima R @ Kiona,1995,87.97874508,82.99468486,92.99033523,97.0048295,67.01431123,87.00368401,97.0042634,77.98798635,81.97741065,POINT (-120.4617 46.5815)
25D050,Germany Cr. @ mouth,2005,90.00184352,90.0041904,88.99580974,87.99451228,94.99847339,76.99207061,92.98501476,91.00433271,97.97282418,POINT (-123.1253 46.1915)
61A070,Columbia R @ Northport,1996,77.00897724,89.98149061,88.021508,95.99217402,66.02401997,75.99930994,77.01289608,75.98707806,65.98228623,POINT (-117.7766 48.9224)
60A070,Kettle R nr Barstow,1999,91.00934978,93.98614303,88.98988027,82.99505406,89.99404987,81.00877093,78.98497796,64.01903689,90.01631238,POINT (-118.1253 48.7846)
05A110,SF Stillaguamish nr Granite Falls,1996,81.00086878,92.97180734,81.00348294,85.99026048,85.01576562,63.99017946,81.97768093,73.00976004,85.03357781,POINT (-121.9532 48.1028)
16C090,Duckabush R nr Brinnon,2000,73.00377298,90.98920503,86.99207594,91.01409191,62.99346764,81.9954329,72.98407428,60.99551122,67.99896649,POINT (-123.0116 47.684)
48A140,Methow R @ Twisp,2011,91.99072626,90.01637422,91.00573585,91.01070349,91.00693946,83.98000578,85.01774777,72.97760576,94.00451781,POINT (-120.1143 48.3593)
08C110,Cedar R nr Landsburg,2010,81.00790585,79.01628959,86.97380821,83.98852483,86.97455523,70.02148927,86.99845164,79.01289121,91.99801883,POINT (-121.9205 47.3913)
08C070,Cedar R @ Logan St/Renton,2007,91.00193761,83.98321307,84.01015192,96.00442458,90.99315081,82.98316136,75.99216686,75.9899059,93.00623659,POINT (-122.209 47.4857)
13A060,Deschutes R @ E St Bridge,2003,88.00978128,90.00208189,79.9893436,96.98941994,94.9871058,70.98841815,77.017818,72.96897542,97.01005288,POINT (-122.9032 47.0118)
26B070,Cowlitz R @ Kelso,2007,78.00323283,80.99178946,78.98099853,94.01394107,73.98855748,72.99047009,76.98096258,79.98574984,78.99671887,POINT (-122.9143 46.1454)
13A060,Deschutes R @ E St Bridge,2007,88.00722562,89.00870528,82.00248303,94.01033739,86.00598332,73.01877944,71.98354446,94.03310918,89.96697279,POINT (-122.9032 47.0118)
18B070,Elwha R nr Port Angeles,2003,87.00097447,93.01675074,75.00617665,93.995932,95.00017469,72.01023545,75.01113297,90.00415754,97.99749578,POINT (-123.5777 48.0654)
62A150,Pend Oreille R @ Newport,2006,73.98823557,80.98625889,89.00463299,91.02741231,69.99479324,75.99590659,76.99016589,78.00267811,74.99661139,POINT (-117.3733 48.8649)
05B110,NF Stillaguamish nr Darrington,1996,92.99140486,87.97353098,94.99125764,84.99798088,89.99853351,85.02531235,79.9787526,88.00307555,91.01669561,POINT (-121.7024 48.28)
08C110,Cedar R nr Landsburg,1995,90.00895865,97.00634365,79.99934357,94.00573331,92.99988957,77.02463273,76.99932706,89.00227323,94.99631815,POINT (-121.9205 47.3913)
07A090,Snohomish R @ Snohomish,2000,89.00796071,90.99165155,90.01379406,90.00906513,85.98013094,80.00621637,80.01647937,78.97859046,85.96482402,POINT (-122.0988 47.9106)
37A090,Yakima R @ Kiona,2001,92.96004784,90.98788158,92.0161004,93.97964633,85.0227119,84.99593721,74.00616875,89.01921323,86.98502296,POINT (-120.4617 46.5815)
08C070,Cedar R @ Logan St/Renton,2011,89.00969287,88.98605949,92.00346168,87.96866989,88.00073012,78.00702246,85.01083206,84.9975503,91.990611,POINT (-122.209 47.4857)
49A190,Okanogan R @ Oroville,2007,90.00281714,83.00311271,88.99836381,95.99560416,93.01463127,82.01822377,82.99978767,87.99373083,95.00721824,POINT (-119.4267 48.9391)
16A070,Skokomish R nr Potlatch,2005,70.00221654,79.01859475,79.99386097,85.98741838,83.01470869,64.9869312,76.0285769,87.99735098,86.99394381,POINT (-123.1771 47.3098)
49A190,Okanogan R @ Oroville,2007,61.98702209,73.01931125,72.97869228,90.00378845,85.0176852,52.02119563,72.98736712,81.01597416,85.00871489,POINT (-119.4267 48.9391)
49B070,Similkameen R @ Oroville,2000,76.01231054,85.99908036,75.99190889,90.01133939,96.01911108,62.99744115,79.99678509,66.01661599,92.98505447,POINT (-119.442 48.9346)
48A140,Methow R @ Twisp,2011,69.9913888,84.00429947,81.00789289,89.9948891,92.99982227,37.97549953,87.01831051,79.00445923,95.99830996,POINT (-120.1143 48.3593)
13A060,Deschutes R @ E St Bridge,2001,67.00078491,93.99628375,74.013261,90.99948704,77.99638505,59.99578095,78.99865951,76.98382368,79.00619805,POINT (-122.9032 47.0118)
49A070,Okanogan R @ Malott,2013,78.97772327,88.03667801,73.98896269,91.01252801,89.98800531,66.9916275,81.98713986,90.0009786,96.98500825,POINT (-119.7045 48.2804)
26B070,Cowlitz R @ Kelso,2000,73.00995399,74.00999154,78.00458047,92.00362802,95.00873935,56.00979656,82.01468933,70.00357899,94.00732374,POINT (-122.9143 46.1454)
05A110,SF Stillaguamish nr Granite Falls,2003,76.01430514,73.99010407,78.00920479,95.99727011,82.00607291,73.01466395,69.02265193,88.00827464,88.00152327,POINT (-121.9532 48.1028)
18B070,Elwha R nr Port Angeles,2009,77.01106391,85.99086051,76.00472055,87.99872158,99.00658015,56.98147029,84.01354,89.99815253,99.99631739,POINT (-123.5777 48.0654)
07D130,Snoqualmie R @ Snoqualmie,1998,74.01287681,78.99938118,70.98940364,92.02019234,84.00004865,59.98676616,80.99747967,95.98086503,89.97771833,POINT (-121.8121 47.5269)
35A150,Snake R @ Interstate Br,-117.0446,80.00598872,87.97290373,76.99053794,92.02293641,96.0073533,60.98148317,77.97251368,99.99464167,94.98897592,POINT (47.6985 2003)
26B070,Cowlitz R @ Kelso,2008,78.00759476,96.01110209,68.99196992,91.98173742,98.98131047,57.99756344,82.98821626,99.99288563,100.0068117,POINT (-122.9143 46.1454)
04A100,Skagit R @ Marblemount,2008,72.99211112,71.9778896,78.00404405,90.9954779,89.99723337,51.99137299,83.01220202,100.0193044,91.99147683,POINT (-121.429 48.5268)
62A150,Pend Oreille R @ Newport,2011,87.99065947,92.00818147,85.99302839,90.98840475,98.01305015,67.00518236,85.99947776,98.97326111,97.99320457,POINT (-117.3733 48.8649)
16C090,Duckabush R nr Brinnon,2014,82.9702942,89.97322824,73.97635569,97.9833974,98.99833602,61.99997659,83.9770991,95.99208116,98.02039651,POINT (-123.0116 47.684)
04A100,Skagit R @ Marblemount,1998,85.99669306,83.02879066,82.9962708,94.01630611,92.97680484,68.0052973,82.99045097,94.99437836,93.00003639,POINT (-121.429 48.5268)
01A120,Nooksack R @ No Cedarville,2002,88.99130128,91.0240271,84.00659758,97.01304257,92.99983473,70.00348831,82.00888175,97.01099578,93.02083569,POINT (-122.2936 48.8416)
49B070,Similkameen R @ Oroville,2010,82.98166946,88.98798696,80.01256287,96.00222078,90.99297207,63.98785812,87.00075046,95.00329673,93.99733621,POINT (-119.442 48.9346)
16C090,Duckabush R nr Brinnon,1997,85.98906942,85.99395139,85.02994335,94.97421053,98.97780457,68.99865133,81.01591242,98.99356448,96.99521288,POINT (-123.0116 47.684)
16A070,Skokomish R nr Potlatch,2000,88.00216609,98.00661635,89.01468563,73.99676305,87.02081784,79.01240925,92.02002641,85.00301364,79.98911071,POINT (-123.1771 47.3098)
31A070,Columbia R @ Umatilla,1999,80.98995125,90.0030465,91.00229629,79.98383504,74.98978316,80.03254193,91.99009662,80.98337501,64.0056373,POINT (-119.3264 45.9338)
16C090,Duckabush R nr Brinnon,2001,86.98612032,93.01118289,87.98592169,85.99083231,81.03031343,78.99430432,89.9674415,73.00633978,68.00606945,POINT (-123.0116 47.684)
09A190,Green R @ Kanaskat,2009,82.98343127,98.00058199,92.00810486,76.99019036,76.9942317,68.00551876,94.01562579,79.99108109,81.00982379,POINT (-121.8935 47.3193)
01A050,Nooksack R @ Brennan,2004,93.98975253,100.0033848,91.02181237,80.00493012,89.01929316,84.99022602,92.98366931,77.98582692,81.01509309,POINT (-122.58 48.819)
05B070,NF Stillaguamish @ Cicero,1999,94.02981878,99.00843123,91.99019442,83.0070502,84.99157854,86.00593788,93.98795307,88.0139947,83.99822632,POINT (-122.0131 48.2673)
07C070,Skykomish R @ Monroe,2012,86.99578332,99.98215629,88.019187,74.99663266,83.00594509,73.01519218,94.95838103,91.0017073,90.01597661,POINT (-121.9592 47.8521)
37A090,Yakima R @ Kiona,2010,90.99621305,99.97875654,88.0034333,81.99889294,89.9844418,78.0253462,91.98293121,87.99133854,86.97236352,POINT (-120.4617 46.5815)
04A100,Skagit R @ Marblemount,2002,87.96888744,99.03401472,84.98522934,83.02208084,86.97931134,74.00607841,94.01991956,82.99051407,78.98349433,POINT (-121.429 48.5268)
04A100,Skagit R @ Marblemount,1997,89.99472283,100.0048906,86.00787305,87.00870758,92.99681942,70.97289225,93.99238276,97.00685813,91.00044839,POINT (-121.429 48.5268)
09A080,Green R @ Tukwila,2000,89.98675154,100.0078068,91.008778,77.02085914,93.98018502,72.99828213,95.99072513,98.04019631,91.98049478,POINT (-122.2479 47.4654)
05A090,SF Stillaguamish R @ Arlington,2012,89.00120824,99.01522539,88.99194039,88.00629751,93.98899764,73.99459756,94.02209445,93.00319815,87.01136289,POINT (-122.119 48.2007)
37A090,Yakima R @ Kiona,1999,86.98444843,97.02666485,85.98140503,86.01442205,92.01292057,73.01431699,94.99141283,91.99852797,85.00099796,POINT (-120.4617 46.5815)
13A060,Deschutes R @ E St Bridge,2013,90.98289856,99.99447755,88.98062784,80.98586232,93.00760041,77.02150036,93.97322113,90.9932679,89.01693193,POINT (-122.9032 47.0118)
27D090,EF Lewis R nr Dollar Corner,2002,92.00876495,100.0095638,87.02405233,83.01169653,90.9951807,77.97945172,94.02440068,90.99903384,86.99307835,POINT (-122.5918 45.8146)
61A070,Columbia R @ Northport,2010,90.9948758,100.0106894,89.96879113,81.98426872,93.00697073,73.99831451,93.98835363,92.00484872,91.03815961,POINT (-117.7766 48.9224)
07A090,Snohomish R @ Snohomish,1995,91.99969122,96.99282696,87.00446617,84.99454783,88.00651185,77.00622007,95.01081176,86.99450473,80.01246277,POINT (-122.0988 47.9106)
05B110,NF Stillaguamish nr Darrington,1997,91.00604846,99.99718426,87.96871199,81.00366916,88.00507613,77.9849576,94.00919692,89.98256415,84.99355555,POINT (-121.7024 48.28)
1.90E+61,Deep Cr. nr mouth,2008,84.98798619,93.02723149,80.96587368,86.98285809,92.033758,71.99573868,94.98861397,92.00420168,91.02904105,POINT (-124.0251 48.1726)
45A070,Wenatchee R @ Wenatchee,1995,45.00747761,66.99271904,77.99788374,87.99163301,46.02093907,83.00446909,76.97341116,54.99580063,55.00471819,POINT (-120.3365 47.4588)
07D130,Snoqualmie R @ Snoqualmie,2001,51.00635128,72.00261944,78.01065868,82.98821589,47.98208851,60.99890603,74.00171365,59.02312494,45.01510885,POINT (-121.8121 47.5269)
49A190,Okanogan R @ Oroville,1996,53.98960119,67.02099415,88.9953317,70.01818542,49.99250063,57.9998911,74.9968041,59.97926688,54.00092431,POINT (-119.4267 48.9391)
08C110,Cedar R nr Landsburg,2009,53.00588443,76.0060964,80.02266456,76.97910294,64.00657333,72.99862309,76.99564012,61.98760716,65.00253657,POINT (-121.9205 47.3913)
37A090,Yakima R @ Kiona,2007,57.98722828,73.9944984,89.99996332,77.01747762,43.9902875,71.99659073,76.99370317,61.02095879,60.01077334,POINT (-120.4617 46.5815)
62A150,Pend Oreille R @ Newport,2007,64.97557842,81.98909613,92.96354603,74.00411596,46.01349089,75.01086005,82.01037806,62.01828855,61.98011746,POINT (-117.3733 48.8649)
07D050,Snoqualmie R nr Monroe,2000,60.99757842,92.98893164,50.99406582,82.01717545,78.0342899,56.01452657,79.0127966,58.00176583,75.99879518,POINT (-122.0028 47.8037)
32A070,Walla Walla R nr Touchet,-118.7664,62.99917968,87.01516066,92.00295172,69.00331187,48.99956951,58.00134393,82.01726676,57.01322422,54.99998475,POINT (46.0376 1999)
05B070,NF Stillaguamish @ Cicero,2002,66.97350655,86.00573211,92.99738718,73.00209338,61.00835656,64.00821636,79.02371914,61.98839529,64.00688491,POINT (-122.0131 48.2673)
09A080,Green R @ Tukwila,1998,66.01269764,93.99835265,89.01278832,71.00219766,69.005761,56.00702892,80.99665388,62.0107193,75.02340574,POINT (-122.2479 47.4654)
31A070,Columbia R @ Umatilla,2006,63.01362045,97.0012493,97.99625488,54.01756393,83.99387264,52.00418496,80.9888484,60.99716643,85.01731505,POINT (-119.3264 45.9338)
31A070,Columbia R @ Umatilla,2009,62.00198236,85.98581183,90.0274771,68.99498529,49.98684764,53.98129547,81.01660844,63.01900097,61.98658041,POINT (-119.3264 45.9338)
49B070,Similkameen R @ Oroville,1995,58.0069792,88.01744575,95.01729636,63.01754181,61.9884953,37.02385865,82.99301582,65.01485198,65.00815287,POINT (-119.442 48.9346)
27B070,Kalama R nr Kalama,2012,59.98835279,74.97544226,88.99257708,72.99147618,49.99540869,77.02762509,80.9964882,56.01578607,53.02928291,POINT (-122.8373 46.0473)
18B070,Elwha R nr Port Angeles,2011,59.9906864,83.00096069,87.0068864,70.99435221,49.99335725,77.01200807,81.0059284,64.00047678,59.00222069,POINT (-123.5777 48.0654)
19C060,West Twin R. nr mouth,2009,64.99354381,90.01869244,94.9880051,68.9751756,64.9981564,61.98783069,82.99022899,68.98030181,70.994185,POINT (-123.9524 48.1631)
38A050,Naches R @ Yakima on US HWY 97,2014,61.99778254,80.00866796,91.01501486,72.99195391,48.00136998,65.99949535,81.02615283,67.02134037,57.99973795,POINT (-120.5156 46.6298)
31A070,Columbia R @ Umatilla,2010,59.9969599,79.99884058,89.01665722,74.98332464,47.99858336,56.00458073,83.00222157,66.00514167,62.99615254,POINT (-119.3264 45.9338)
49A070,Okanogan R @ Malott,2002,57.0074319,85.00894133,92.98799965,68.01687132,54.98826188,57.99834658,80.01588292,63.99821658,60.00407603,POINT (-119.7045 48.2804)
27D090,EF Lewis R nr Dollar Corner,2003,82.97117289,83.02264101,89.00532968,86.00591074,72.98190803,97.97707509,95.01228462,74.00778707,66.99605575,POINT (-122.5918 45.8146)
27D090,EF Lewis R nr Dollar Corner,1996,71.00790464,78.99342613,84.98705761,82.9926346,58.98466661,96.01692474,95.00518164,70.01375275,50.99035614,POINT (-122.5918 45.8146)
05A070,Stillaguamish R nr Silvana,1995,68.01193699,83.00085374,92.98749039,74.00061572,58.98699132,84.97113873,87.01116283,60.00987264,60.02015536,POINT (-122.2101 48.1969)
11A070,Nisqually R @ Nisqually,2012,77.01903847,77.00408999,89.00786484,86.00316203,72.02730929,89.99192492,94.98828552,73.01078868,68.99539943,POINT (-122.6964 47.062)
27B070,Kalama R nr Kalama,1998,76.00317643,80.01699589,93.98772,77.01928203,56.00557352,99.00792775,93.98616871,68.00608842,58.99237561,POINT (-122.8373 46.0473)
27B070,Kalama R nr Kalama,2011,70.99760204,83.0139559,94.99319474,54.00038546,63.02341844,93.9921114,97.01627014,78.00122031,68.00002131,POINT (-122.8373 46.0473)
19C060,West Twin R. nr mouth,2010,82.97580985,86.01733231,93.01749439,64.99147291,88.97615446,75.0056149,96.02503621,78.99138647,85.99574897,POINT (-123.9524 48.1631)
54A120,Spokane R @ Riverside State Pk,1999,87.98860146,90.02245173,94.97111479,63.00532924,82.99860609,96.99204454,96.00524119,80.01275396,79.98819543,POINT (-117.5448 47.7767)
49A070,Okanogan R @ Malott,2002,83.0205757,86.98519732,93.99533744,68.00480007,81.99525867,85.99833455,94.00468861,77.98213268,79.9963442,POINT (-119.7045 48.2804)
03B050,Samish R nr Burlington,2010,82.00560954,93.00593092,93.98273939,65.00883829,73.99163164,79.01149153,95.98914344,85.01816947,78.00979837,POINT (-122.3382 48.5458)
49A190,Okanogan R @ Oroville,2007,76.98165801,87.00361613,95.00318088,55.01294327,86.0192939,83.98096977,96.01270781,83.98704012,85.03325062,POINT (-119.4267 48.9391)
1.90E+61,Deep Cr. nr mouth,2012,80.99106431,86.98079056,95.00463045,65.00160817,78.01147272,90.96107948,94.97397032,80.98661965,71.98937249,POINT (-124.0251 48.1726)
54A120,Spokane R @ Riverside State Pk,2002,90.02214477,88.01572445,91.9990435,84.97869986,78.0229835,90.01262952,95.99683161,83.98816787,74.98570835,POINT (-117.5448 47.7767)
01A050,Nooksack R @ Brennan,2008,84.96100967,90.98572263,90.99852024,72.01651823,76.98552626,90.01863753,95.99205444,82.02563597,72.00991653,POINT (-122.58 48.819)
2.50E+61,Abernathy Cr. nr mouth,2006,83.00531219,86.97734094,92.02563815,62.9648564,73.99638791,87.00563816,97.02565408,77.01847299,70.99095262,POINT (-123.1662 46.1948)
37A205,Yakima R @ Nob Hill,1998,88.01079004,93.99989934,93.9792754,73.01735447,87.97709441,95.00119023,95.98316033,82.98906038,86.00723222,POINT (-120.4617 46.5815)
33A050,Snake R nr Pasco,-119.0242,82.9894129,86.00290088,87.98911013,79.98463094,68.02467664,99.99503801,97.02493958,80.02015702,66.00601402,POINT (46.2165 2006)
61A070,Columbia R @ Northport,2006,84.00216983,78.01039572,87.000208,78.00354295,74.00974007,97.02116524,96.98795624,80.98819417,73.99235838,POINT (-117.7766 48.9224)
05A090,SF Stillaguamish @ Arlington,2008,81.98574954,84.98728944,91.01096048,76.98914742,72.97424722,84.99431077,97.01499402,78.98480475,68.99501356,POINT (-122.119 48.2007)
35B060,Tucannon R @ Powers,-118.1555,66.99445254,-0.012411277,92.99522768,62.98636542,89.0120116,71.99161432,-0.014875205,-0.000328267,60.99418745,POINT (46.5376 2007)
05B070,NF Stillaguamish @ Cicero,1999,71.9904612,-0.00311722,91.00990927,67.00895217,-0.009222041,88.96302399,-0.009728702,0.002112805,52.02314584,POINT (-122.0131 48.2673)
07A090,Snohomish R @ Snohomish,2006,80.00333688,100.0085036,90.01698025,74.99806822,85.00934103,77.99099013,98.01955153,85.9987843,71.99509545,POINT (-122.0988 47.9106)
07A090,Snohomish R @ Snohomish,2013,93.00783485,99.00348985,97.99997471,78.99928766,86.98394441,93.00359691,98.00489225,91.97983631,86.01027478,POINT (-122.0988 47.9106)
16A070,Skokomish R nr Potlatch,1999,78.99836909,90.01265633,93.97909835,59.99800569,66.99769076,76.9964644,99.01057744,78.99999353,66.98769041,POINT (-123.1771 47.3098)
49A070,Okanogan R @ Malott,1995,78.98721336,85.99525507,93.02145837,85.9952315,59.96096619,85.99564551,97.97360781,80.00066793,64.00171622,POINT (-119.7045 48.2804)
46A070,Entiat R nr Entiat,2000,88.00852844,83.99500196,89.97699193,79.0126593,77.99485189,76.00268542,99.0168154,86.98146465,78.99150823,POINT (-120.2506 47.6632)
33A050,Snake R nr Pasco,-119.0242,68.00948855,78.00145978,90.01557516,64.01128633,70.98905356,69.00348662,97.98251223,83.01516371,67.00556011,POINT (46.2165 1997)
07C070,Skykomish R @ Monroe,2009,87.00080353,95.99449983,100.0010759,67.00355952,87.01016171,99.98987498,99.01229135,90.01245993,84.00250398,POINT (-121.9592 47.8521)
19C060,West Twin R. nr mouth,2008,65.01214909,78.01427533,72.00406265,89.97968261,68.02407481,80.01342435,83.98147442,81.00824761,67.02453836,POINT (-123.9524 48.1631)
05A090,SF Stillaguamish @ Arlington,2008,71.9967188,89.98878605,78.01214576,77.01563759,55.00087292,78.98787514,85.02119647,65.98236837,41.00086133,POINT (-122.119 48.2007)
16C090,Duckabush R nr Brinnon,2005,67.99940757,87.00863519,76.99150049,86.02077253,50.9789343,83.00208294,79.98485828,26.03285307,50.00236268,POINT (-123.0116 47.684)
31A070,Columbia R @ Umatilla,1995,76.01112634,91.97313078,72.01166595,86.01026288,68.00123429,78.989489,91.02770438,34.99582331,71.97339804,POINT (-119.3264 45.9338)
39A090,Yakima R nr Cle Elum,1997,73.99560537,96.01003814,80.00414373,85.98263659,66.02380507,83.98827556,80.99237644,73.00196473,58.98613991,POINT (-120.7091 47.1999)
05A070,Stillaguamish R nr Silvana,2006,67.00883805,88.00572635,78.97655714,82.99271388,51.99220726,85.01927316,80.01067565,80.00262068,52.99535883,POINT (-122.2101 48.1969)
07D050,Snoqualmie R nr Monroe,1999,63.02716653,88.01545823,62.00086873,88.00277095,60.99727222,65.00470681,94.99346304,81.98450391,68.00835928,POINT (-122.0028 47.8037)
35B060,Tucannon R @ Powers,-118.1555,84.00744875,94.98478443,79.99382715,87.01134831,73.98869251,77.99844852,94.99132032,82.00757984,73.99494637,POINT (46.5376 2005)
